date,state,district,pincode,age_5_17_demo,age_17_plus_demo,age_0_5,age_5_17_enroll,age_17_plus_enroll,age_5_17,age_17_plus,enroll_rate_5_17,enroll_rate_17_plus,bio_completion_5_17,bio_completion_17_plus,low_enrollment_flag,biometric_gap_flag,priority_score
2025-09-01,Tamil Nadu,Coimbatore,642001,3,13,2.0,1.0,0.0,2.0,13.0,0.3333333333333333,0.0,2.0,0.0,False,False,0.0
2025-09-01,Tamil Nadu,Coimbatore,642002,2,10,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642003,0,15,4.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642004,0,6,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642005,0,4,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642006,1,8,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642007,1,3,0.0,1.0,0.0,4.0,4.0,1.0,0.0,4.0,0.0,False,False,-1.2000000000000002
2025-09-01,Tamil Nadu,Coimbatore,642103,0,3,1.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642104,0,8,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642105,1,3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642107,2,5,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642108,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642109,2,6,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642110,0,7,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642114,0,8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642117,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642120,0,10,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642123,2,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642124,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642125,0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642127,0,9,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642129,0,3,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642130,0,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642133,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,True,1.0
2025-09-01,Tamil Nadu,Coimbatore,642134,2,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,True,True,1.0
